Tweet;Target;Sent_Target;Sent_Sociedad;Sent_Empresas
"Banco Santander lanza un servicio para ayudar a mejorar la eficiencia energética de las viviendas
https://t.co/lLYFAlNPrP";eficiencia energética;POS;POS;NEG
"El #Ibex35 pierde un 1,18% en la sesión, y cae a la cota de los 8.700 enteros, lastrado por Telefónica
https://t.co/cCOTf05ArT https://t.co/U4oWR64GTW";#Ibex35;NEG;NEG;NEG
"Bruselas propone la entrada al euro de Croacia en 2023
https://t.co/vo3pbnSlJh";Croacia;POS;POS;POS
"Hacienda ha devuelto ya 4.895 millones del IRPF a 7,4 millones de contribuyentes
https://t.co/N12kQQICYY";contribuyentes;POS;POS;POS
"Empresa Global | 💨Energía eólica offshore: 

👉Con la instalación de turbinas eólicas en el mar se obtiene el doble de energía eléctrica que en un parque terrestre medio

💡Ofrecido por @iberdrola https://t.co/AN6dwbsmCj";energía eléctrica;POS;POS;POS
"Cuban cree que el 'criptoinvierno' será positivo: permitirá sobrevivir solo a los mejores activos

https://t.co/4IrXSTESBq";criptoinvierno;POS;POS;NEG
"▶️#VÍDEO | El paro baja de los tres millones por primera vez desde 2008 con los indefinidos disparados

https://t.co/D7Xafd7jR9 https://t.co/4fNHyc22mW";paro;POS;POS;POS
"El FIFA 22, en el ojo del huracán: se investiga al videojuego por ""explotar injustamente a los niños""

https://t.co/vUhpAyIIBp";videojuego;NEG;NEG;POS
"Supermercados contra la inflación 

✅Más ofertas
✅Marca blanca
✅Nuevos envases

https://t.co/9JnwNT4o8B";supermercados;POS;POS;NEG
"📊 El Ibex 35 aún tiene camino: un tercio de los valores tiene un potencial superior al 20%

https://t.co/l8nfKEq40I https://t.co/CPjBqBsS1l";Ibex 35;POS;POS;POS
"Siro parará la producción en todas sus plantas tras quedarse sin comprador

https://t.co/vUEc7jeNML";Siro;NEG;NEG;POS
"Mercedes diseña un plan inversor de 1.200 millones de euros para su planta de Vitoria

https://t.co/jdJf8QzSS8";Mercedes;POS;POS;NEG
"La muerte de un clásico: se acabaron las bodas de Elvis Presley en Las Vegas

https://t.co/0Kqx8dzVyt";bodas;NEG;NEG;NEG
"Mutua y El Corte Inglés arrancan con descuentos de hasta el 20% en seguros

https://t.co/thlOc42HHc";Mutua Corte Inglés;POS;POS;NEG
"❗️El riesgo de la estanflación nunca ha sido tan cierto como ahora

👇🏻👇🏻
https://t.co/PGcG77jYR0";estanflación;NEG;NEG;NEG
"Los fondos de gestión activa que logran rentabilidad de dos dígitos en medio del caótico año bursátil

https://t.co/Rcst20ctUp";fondos de gestión;POS;POS;POS
"Reynés (Naturgy): ""El mundo está condenado a que los precios del gas sigan subiendo""

https://t.co/Rde6S6rKMY";gas;NEG;NEG;NEG
"Las empresas piden plazos más flexibles para contratar trabajadores foráneos

https://t.co/sLUkC5EGOK";empresas;POS;POS;POS
"Madrid impulsa 3.000 millones de obra pública y casi dobla a Cataluña

https://t.co/qHK85LFeXk";Madrid;POS;POS;POS
"La gigafactoría de Seat supondrá 8.000 millones en compras a proveedores

https://t.co/viVpnk9RU0";compras;POS;POS;POS
"La asimetría es clara: los sueldos han subido un 5,9% desde 2016; la vivienda, un 15,6%
 
https://t.co/9uEQGgpMyX";sueldos;POS;POS;NEG
"La economía de la Comunidad de Madrid ha crecido, este primer trimestre, un 0,8% del PIB

❗️Prácticamente el triple que la media nacional, cuyo dato es del 0,3%

https://t.co/2DhpVbz5Nq";economía;POS;POS;POS
"¡Cuidado con los timos! Las estafas en Internet no paran de crecer

https://t.co/LsmZmFr1SO";estafas;NEG;NEG;NEG
"Citi ve a Europa abocada a la recesión y cree que EEUU ""no tendrá fácil evitarla""

https://t.co/DMJiVqcPlH";Europa;NEG;NEG;NEG
"❗️💶Las familias españolas dispondrán de 220 euros menos al mes respecto al 2021
https://t.co/TkR9n1dLUk https://t.co/B8U82wzvqI";familias;NEG;NEG;NEG
"Gentiloni descarta bloquear el gas ruso para ""no perjudicar demasiado"" a los europeos

https://t.co/eSiM90sL5q";gas;POS;POS;POS
"Cuatro años con Sánchez: España marca su récord de deuda, gasto e inflación

https://t.co/YhH0qSge0K";España;NEG;NEG;NEG
"Enerside Energy conectará la próxima semana su cuarto parque solar en lo que va de año

Hablemos también de sus previsiones de facturación 

👇🏻

✍️🏻 @San_Acost 
https://t.co/nTMGb4euHC";Enerside Energy;POS;POS;NEG
"🐓El grupo catalán Vall Companys es líder en producción avícola 

Factura en esta división 350 millones de euros anuales

Te contamos su acuerdo con la multinacional Nutreco
👇🏻
https://t.co/hE89YhFC7K";factura;POS;POS;NEG
"¿Es un fraude la 'cheapflación' alimentaria? La industria baja la calidad para vender más barato

https://t.co/XUMnaY1WK7";industria;NEG;NEG;NEG
"El Ibex frena en los 9.000 mientras espera la subida de la previsión de inflación del BCE

https://t.co/zk6Q5KO41O";Ibex;NEG;NEG;NEG
"Acerinox y Aperam crearán un 'gigante inoxidable' de 2.000 millones de beneficio bruto

https://t.co/8SRb0k5bhJ";Acerinox Aperam;POS;POS;NEG
"💉La vacuna del #covid_19 redujo un 51% las infecciones

El estudio es español 👇🏻

✍️🏻 Ana Sánchez 
https://t.co/ZqImvWiMqX";infrecciones;POS;POS;POS
"🗣️La economía sufre en este momento un número de shocks ""sin precedente"" en la historia

✍️🏻 @danilareq 
https://t.co/5uQUz39CyN";economía;NEG;NEG;NEG
"#Cierre | Wall Street cierra la semana con fuertes caídas: el Nasdaq 100 cae un 2,67%

https://t.co/kDuXTDJsqT";Wall Street;NEG;NEG;NEG
"Las pensiones contributivas de jubilación son las que se abonan a más personas en España

Han supuesto 7.820 millones de euros este mes, el 72,3% del total

Más 👇🏻

✍️🏻 @sergi_cruz 
https://t.co/wZ2ZewTVUz";pensiones contributivas;POS;POS;POS
"📈🍤Números de Nueva Pescanova

→Facturó 1.087 millones
→Un 21,4% más
→Ha duplicado su Ebitda, que alcanzó los 80 millones de euros

Más 👇🏻
https://t.co/3j13h6niV2";Nueva Pescanova;POS;POS;NEG
"📊🦄El unicornio español de la ciberseguridad Devo capta 94 millones de euros en una megarronda liderada por el private equity galo Eurazeo

✍️🏻Rocío Casado
https://t.co/sZKxxiWMya";Devo;POS;POS;NEG
"Los salarios superan los 1.700 euros brutos al mes en 14 pagas

Amazon presta servicios de salud mental o jurídicos a sus empleados

✍️🏻Juan Ignacio Álvarez 
https://t.co/stRtHwewz9";salarios;POS;POS;NEG
'Cheapflation', bajar la calidad de los ingredientes para evitar subir los precios: ¿es legal? https://t.co/GYJrE63rn1;calidad;NEG;NEG;NEG
"📊#Cierre | El Ibex 35 cierra en negativo y firma un pleno de caídas esta semana

Dato diario:
📉-0,22% 
📋8.724 puntos

Dato semanal:
📉-2,89%

https://t.co/2nAVQsxAeR https://t.co/LxdRHwTYfM";Ibex 35;NEG;NEG;NEG
"🇩🇪 Alemania aprueba el aumento del salario mínimo hasta los 12 euros a la hora (unos 2.100 euros al mes) a partir del 1 de octubre

🗣️""Protegerá a las personas de bajos ingresos de la pobreza en la vejez"". https://t.co/l63uQyeRGO";salario mínimo;POS;POS;NEG
"📊💶 El Euríbor deja entrever que este mes se anotará un nuevo salto

 https://t.co/Wbjp0BC7VN";Euríbor;POS;POS;POS
Despidos, amenazas, jornadas maratonianas de trabajo... Los motivos por los que los trabajadores de Tesla y Twitter reniegan de Elon Musk https://t.co/oWqPBqQ2Ix;trabajadores;NEG;NEG;NEG
"🇺🇸📊 #Apertura | Corrección en Wall Street: abre con fuertes caídas 
https://t.co/PXuEi5gFuP https://t.co/yQKf1WAO5Q";Wall Street;NEG;NEG;NEG
"🔴🇺🇸 EEUU creó más empleos de los esperados en mayo, pero el paro sigue en el 3,6%
 
https://t.co/YVpoHBMqg7 https://t.co/fwKE8pYG0W";empleos;POS;POS;POS
"🚀El Euríbor, por encima del 0,4% en lo que va de junio
https://t.co/Ycwp5jAYnd";Euríbor;POS;POS;POS
"Vendidas 2.000 viviendas vacacionales por menos de 100.000 euros de media
https://t.co/AlZuCupYHM";viviendas;POS;POS;POS
"🚨🇩🇪🇩🇰 Rusia le corta el grifo de gas a Alemania y a Dinamarca

El país germano ya prepara un acopio de alimentos para diez días

✍️🏻 @cagallegosj 
https://t.co/PJ84cMeyGy";gas;NEG;NEG;NEG
"📊😱Tesla cae en la preapertura ante el mega-recorte de la plantilla

https://t.co/nONky5kwNS https://t.co/XGClDmKI1J";Tesla;NEG;NEG;POS
"🚨¡Atención! Acerinox, suspendida de cotización
 
https://t.co/o3GU72Iof7 https://t.co/5bpXhx3yU6";Acerinox;NEG;NEG;POS
"🔥🇹🇷La inflación en Turquía ya alcanza el 73,5% interanual en mayo
https://t.co/NjoAMQBP3E https://t.co/KrGXBJd7Oj";inflación;NEG;NEG;NEG
"A principios de 2019, la compañía ya recortó su plantilla en un 7%

El crecimiento económico de EEUU ha disminuido en las últimas semanas
https://t.co/bKAXTMLima https://t.co/1Pou5e4ZUt";crecimiento económico;NEG;NEG;NEG
"El despido en Tesla podría afectar a 10.000 trabajadores en todo el mundo

https://t.co/bKAXTMLima";trabajadores;NEG;NEG;POS
"Tesla ya NO contratará 

❗️Necesita recortar el 10% de la plantilla

https://t.co/bKAXTMLima https://t.co/Y6YwzeYho5";plantilla;NEG;NEG;POS
"📊Un tercio de los valores del Ibex 35, con un potencial superior al... 

✍️🏻 @CeciliaMoyaR 
https://t.co/4VrgaTXXVU";Ibex 35;POS;POS;POS
"📊#Apertura | Las bolsas europeas abren con ascensos mesurados: el Ibex 35 vuelve al 8.800
 
📈+0,54%
📋8.791,50 puntos   
 
https://t.co/FGxB4of183 https://t.co/8I6Mz6rFEg";Ibex 35;POS;POS;POS
"#Cierre | Fuertes subidas en Wall Street: El Nasdaq 100 se dispara un 2,7%

https://t.co/H3orCfMUMv";Wall Street;POS;POS;POS
"📉La falta de chips pasa factura a las matriculaciones de vehículos en renting

Datos 👇🏻

✍️🏻 @ankortejero 
https://t.co/9l2BvDn3Zu";matriculaciones;NEG;NEG;POS
"📺Cancelaciones en TVE y aún habrá más 

✍️🏻 @david_saiz 
https://t.co/ccs1qB3jLi";TVE;NEG;NEG;POS
"📊#Cierre | El Ibex 35 se derrumba a última hora y acumula cuatro jornadas cayendo

📉-0,04%
📋8.744 puntos 

https://t.co/QLZygPmM1M https://t.co/bNWQnN8iaG";Ibex 35;NEG;NEG;NEG
🏡La financiación participativa avanza en el mercado inmobiliario https://t.co/hyANjBJzc8;financiación;POS;POS;POS
"❗️#EMPLEO | Alcampo busca 1.000 trabajadores para verano

→ Reponedor, cajero, mostrador y vendedor

Todos los detalles y cómo apuntarse 👇🏻
https://t.co/Bim9OXDzAp";trabajadores;POS;POS;POS
"Empresa global | 💧 Aguas de Saltillo ha conseguido asegurar el suministro de agua apta para el consumo a los hogares de la ciudad de Saltillo (México)

💡Ofrecido por @Agbar https://t.co/m5zaiRYOCc";suministro;POS;POS;POS
"📊🇺🇸 #Apertura | Bajadas contenidas en el arranque de Wall Street
 
https://t.co/h7aqZAaPUG https://t.co/cMEZ2N3PDE";Wall Street;NEG;NEG;NEG
"""Las pensiones máximas, por desgracia, son una extraordinaria excepción""

 https://t.co/abdVsJDJCL";pensiones;NEG;NEG;NEG
"🔶Esta compañía, 100% digital,  ha cambiado el paradigma del mercado inmobiliario, ofreciendo un precio justo y real

💡Ofrecido por @iad_espana

 https://t.co/QmAIdZEYYN";compañía;POS;POS;NEG
"#URGENTE | Un incidente interrumpe la planta de regasificación de Reganosa (La Coruña)

→ Se corta el suministro de gas en Galicia y Asturias

✍️🏻 @rubenesteller 

https://t.co/FiNqY0zyIh";gas;NEG;NEG;NEG
"📊Los bancos cuentan con 14.000 millones para duplicar las recompras ya realizadas

→ BBVA, CaixaBank y Santander cuentan con programas por valor de 7.000 millones de euros

✍️🏻 @lauradlquintana 
https://t.co/TB55Cje2UX https://t.co/2nyEsXq5el";recompras;POS;POS;NEG
"🇪🇺🔥 La inflación mayorista vuelve a marcar récord en la eurozona
 
https://t.co/sPRYboQ4m3 https://t.co/ZTLbOLibSn";inflación;NEG;NEG;NEG
"⚡️🪙 El bitcoin vuelve a corregir con violencia y pierde los 30.000 dólares
 
https://t.co/EdfAwFHSQU https://t.co/jHxvZHdVNZ";bitcoin;NEG;NEG;POS
"⚡️🗣️Los españoles somos ""más pobres que antes de la subida de los precios energéticos""

✍️🏻 @tamenobregon 
 https://t.co/uGEAffWtwl";españoles;NEG;NEG;NEG
#Seguros | Sí o sí. El repunte de la inflación y el efecto que ésta tiene para la actividad del seguro aboca a esta industria a una retarificación al alza de las coberturas que presta. Informa @M_PoncedeLeon https://t.co/fxY4Iu0Vm1;seguro;NEG;NEG;NEG
"Maroto defiende que el Perte del vehículo eléctrico será ""un gran impulso"" para Cataluña  https://t.co/QaX4Zz28mY";vehículo eléctrico;POS;POS;NEG
El precio de la luz sube este lunes,  pero se mantiene por debajo de los 200 euros/MWh  https://t.co/NUUKpnSwfw;luz;POS;NEG;NEG
#Mercados | Coinbase y Robinhood, brókeres alternativos que permiten operar con criptodivisas, cotizan en mínimos históricos ante el temor de hacer frente a indemnizaciones millonarias si triunfan los pleitos contra ellos. Informa @Saizpena https://t.co/rziKD1Bvsf;Coinbase Robinhood;NEG;NEG;POS
Minsait contratará a 4.000 profesionales en España este año  https://t.co/jpFnBHjZQY;Minsait;POS;POS;NEG
España perdió 337 licencias de VTC y destruyó 4.056 de taxi hasta mayo  https://t.co/yfnz8fUG3O;España;NEG;NEG;POS
#Mercados | Las pequeñas compañías de EEUU cotizan en niveles similares a los de la crisis de 2008 https://t.co/gcoavjSBwo;compañías;NEG;NEG;NEG
"Costa pide a las empresas un ""esfuerzo"" para subir un 20% los salarios medios en Portugal  https://t.co/Ai0Sr2spLs";salarios;POS;POS;NEG
"#Inversión | Los fondos que más ganan en los últimos diez años acumulan caídas pronunciadas en 2022 y se postulan como una oportunidad de inversión a largo plazo. Informa @Sandra_SanchezC

 https://t.co/4u22H1zxFW";fondos;NEG;NEG;NEG
"#Inversión #Mercados | Más de una quincena de empresas de la Bolsa española terminarán el año con más de 14.000 millones de euros en caja tras restar la deuda. Informa @crosique11
 https://t.co/qMtJvmottx";empresas;POS;POS;POS
"#Banca | Más de 80.000 clientes de Santander ahorran 161 millones en diez meses a través de pequeñas reglas, como el redondeo de pagos con tarjeta. Informa @raquel_lander

 https://t.co/vjB4akU8mM";clientes;POS;POS;NEG
Marriott suspende todas sus operaciones en Rusia  https://t.co/Qho4k7mQfu;Rusia;NEG;NEG;NEG
El mercado mundial de smartphones caerá hasta un 3,5% por los cierres en China  https://t.co/oCUtG083Z6;mercado;NEG;NEG;POS
El precio de la luz cae este sábado un 5% y se sitúa en los 203,86 euros/MWh  https://t.co/SDF1Byya6C;luz;NEG;POS;POS
Santander cuenta ya con 100.000 huchas digitales  https://t.co/u940jIkfNc;Santander;POS;POS;NEG
Openbank regala hasta 1.500 euros por captar nuevos clientes en hipotecas  https://t.co/ySecGUhdbO;Openbank;POS;POS;NEG
Santander añade un nuevo 'unicornio' a su cartera y ya suma once  https://t.co/pQ0ScdXBJ8;Santander;POS;POS;NEG
RIU prevé volver a niveles de ingresos pre-Covid en 2022  https://t.co/WdUFglBjIp;RIU;POS;POS;NEG
Las sanciones al petróleo ruso alteran el mapa energético de la UE  https://t.co/b9tJKUkJ55;mapa energético;NEG;NEG;NEG
Siro anuncia que paraliza todas sus plantas por falta de acuerdo con inversores  https://t.co/ng8RpkSr60;Siro;NEG;NEG;POS
El optimismo previo a la publicación del paro de EEUU se fue desvaneciendo y las dudas regresaron después de confirmar una suave desaceleración del ritmo de creación de empleo.;empleo;NEG;NEG;NEG
El Ibex ha cedido un 0,22% hasta los 8.724,80 puntos.;Ibex;NEG;NEG;NEG
ÚLTIMA HORA | El Ibex pierde un 2,3% en un pleno de caídas en la semana https://t.co/0OWtCxcyLK https://t.co/Qpv5Kc2cu2;Ibex;NEG;NEG;NEG
"Shein enseña músculo con su primera tienda en España.

Lo cuenta @victormosorio en  

https://t.co/FmHs8pBXWZ";Shein;POS;POS;NEG
"La transacción se ha cruzado a un precio de 11 euros por acción, ligeramente por encima de la cotización actual de Indra. 

Una exclusiva de @pepepebravo en  

https://t.co/42IZOjS4DJ";transacción;POS;POS;NEG
La Sepi subiría así hasta el entorno del 23,36% en el capital de Indra;Sepi;POS;POS;NEG
"EXCLUSIVA | La Sepi compra el 3,21% que mantenía la familia March en Indra por 62 millones de euros.

https://t.co/42IZOjS4DJ";Sepi;POS;POS;NEG
"Se estima que la banda posee una fortuna conjunta neta de unos 1.450 millones de dólares.

https://t.co/DRf569Niha https://t.co/tq51VkTxY8";banda;POS;POS;NEG
"Con las entradas entre los 100 y 300 euros, los Rolling están de vuelta para engrosar sus ya abultadas fortunas.

https://t.co/DRf569Niha https://t.co/ih00XygZW7";Rolling;POS;POS;NEG
La milmillonaria fortuna de los Rolling Stones  https://t.co/4ASOO99Udf;Rolling Stones;POS;POS;NEG
"Los empleados de Tesla no ganan para sobresaltos.

Musk revela que necesita recortar el 10% de la plantilla de Tesla.



https://t.co/2A8aVig8I9";plantilla Tesla;NEG;NEG;POS
"El mercado ha tenido en mayo un comportamiento diferente a lo largo de la geografía española, aunque las subidas han sido predominantes. 

Así, hasta 34 capitales han experimentado alzas en el precio de la vivienda en alquiler durante el último mes.

https://t.co/1PBD7FCnY1 https://t.co/8C0jNLYlp1";mercado;POS;POS;POS
El alquiler sube un 1,4%: ¿dónde está más caro?  https://t.co/n5oQ4riZ9N;alquiler;POS;NEG;NEG
Los grupos de infraestructuras de 'telecos' crecen con el 'boom' de datos.;grupos;POS;POS;NEG
El mercado cripto no acaba de recuperar el pulso alcista después de su desplome. ;mercado cripto;NEG;NEG;POS
"""La crisis nos ha pillado con la economía bien saneada, las empresas han conseguido competir bien en un entorno muy complicado"".";empresas;POS;POS;POS
"La CNMV ha suspendido la cotización de Acerinox y Aperam, la compañía con sede en Luxemburgo y participada en un 40,9% por los Mittal, ante una posible fusión entre los dos fabricantes de acero inoxidable.

https://t.co/TKXbytNLoT https://t.co/zhYNHqbaMV";cotización;NEG;NEG;POS
"Amancio Ortega, una de las grandes fortunas del mundo, creó Pontegadea Inversiones en junio de 2001, un mes después del estreno en Bolsa de Inditex.

https://t.co/KXc4aqKPTr https://t.co/tKglUfH53a";Amancio Ortega;POS;POS;NEG
"La mayor operación cerrada hasta el momento por Pontegadea ha sido en Canadá. La empresa, que gestiona el patrimonio del magnate del textil, ha comprado este año el Royal Bank Plaza por más de 800 millones.

https://t.co/KXc4aqKPTr https://t.co/6bKF1i0dJr";Pontegadea;POS;POS;NEG
"En apenas dos décadas Amancio Ortega ha levantado un imperio inmobiliario valorado en más de 14.000 millones.

Extiende su huella por España, Reino Unido, Estados Unidos, México, Canadá, Italia, Portugal, Francia y Corea del Sur.

https://t.co/KXc4aqKPTr https://t.co/JypdSh999F";Amancio Ortega;POS;POS;NEG
"Así es el imperio inmobiliario de Amancio Ortega.

Con la gasolina que le aporta cada año el dividendo de Inditex, Ortega se ha convertido en el mayor inversor español inmobiliario.

https://t.co/KXc4aqLnIZ https://t.co/BYGOZ3m7vh";Amancio Ortega;POS;POS;NEG
"Acerinox y Aperam, suspendidas en Bolsa ante una posible fusión

https://t.co/TKXbytNLoT https://t.co/PIQkExjGCa";Acerinox Aperam;NEG;NEG;POS
"ÚLTIMA HORA | Europa apunta también al alza, y la Bolsa española se encuentra con referencias favorables del exterior para activar el rebote, a la espera al menos de los datos de EEUU. 
https://t.co/jLO1Zw9axv https://t.co/4jFJorawrc";Bolsa;POS;POS;POS
"🔵ÚLTIMA HORA | El Ibex abre con subidas del 0,65%, hasta 8.800 puntos. El optimismo previo a la publicación del informe oficial de empleo de EEUU despeja el camino a las subidas.

Sigue la evolución de los Mercados en la Crónica de Bolsa de .
https://t.co/jLO1Zw9axv";Ibex;POS;POS;POS
Alerta del supervisor: ciertas comisiones de los bancos pueden provocar fugas a las fintech  https://t.co/qJqPOKh7Sf;fintech;NEG;NEG;NEG
Bestinver: banca y tecnología para doblar la inversión  https://t.co/9AxtWTCia5;inversión;POS;POS;POS
Santander y BBVA refuerzan sus agencias de marketing con tres fichajes  https://t.co/1fMkEvPtQq;Santander BBVA;POS;POS;NEG
Los bancos que incumplan las normas antiblanqueo podrían perder la licencia  https://t.co/YtXUtWbXVA;bancos;NEG;NEG;NEG
Vuelve la tormenta a la deuda con el interés en máximos  https://t.co/Gixns4A7IF;interés;POS;NEG;NEG
Shein enseña músculo con su primera tienda en España  https://t.co/h5NcSCa0qg;Shein;POS;POS;NEG
Sacyr y Acciona Energía,  principales candidatas a entrar en el Ibex https://t.co/GDQF9eVXtL;Sacyr Acciona;POS;POS;NEG
La firma EDM lanza su primer fondo ESG https://t.co/5sShkZB2Ra;EDM;POS;POS;NEG
Valores con la caja llena a buen resguardo de las subidas de tipos https://t.co/c5b51qH4PM;Valores;POS;POS;POS
Nueva York valora medida que restringe minado de bitcoin con fuentes fósiles https://t.co/vvgKS5qipb;bitcoin;NEG;NEG;POS
Acerinox-Aperam: una fusión con potencial doble en Bolsa https://t.co/yCwahORleo;Acerinox Aperam;POS;POS;NEG
El Ibex evita el pleno semanal de caídas antes del empleo de EEUU https://t.co/oEOTzYGtsM;Ibex;POS;POS;POS
Bestinver: banca y tecnología para doblar la inversión https://t.co/TMcg1uEBhE;Bestinver;POS;POS;NEG
Vuelve la tormenta a la deuda con el interés en máximos https://t.co/nMyKDs8DXT;interés;POS;NEG;NEG
El Nasdaq sube más de un 2% pese al recorte en las previsiones de Microsoft https://t.co/8AEdeByYyP;Nasdaq;POS;POS;POS
La OPEP+ bombeará un 50% más de petróleo a partir de julio https://t.co/NxPAfOnF0w;OPEP+;POS;POS;POS
El bitcoin amenaza al resto de criptomonedas https://t.co/PZMkQEWZmr;criptomodenas;NEG;NEG;POS
El Ibex se atasca tras encadenar tres caídas https://t.co/hUmDdn5Nlk;Ibex;NEG;NEG;NEG
Los fondos conservadores atraen 6.500 millones pese a las pérdidas https://t.co/1gN7VmOkuq;fondos;POS;POS;POS
Las acciones de Amazon serán 20 veces más baratas el próximo lunes https://t.co/U3yCONXYBT;acciones;NEG;POS;POS
Wall Street suma su segunda caída consecutiva por el temor a una ralentización de la economía https://t.co/jny3LmQRVz;Wall Street;NEG;NEG;NEG
La deuda descuenta subidas más agresivas de tipos del BCE https://t.co/6jQXgl0pPo;tipos;POS;NEG;NEG
Dr Martens pisa fuerte con su mayor subida en Bolsa https://t.co/ELLUbY6AJW;Dr Martens;POS;POS;NEG
El petróleo concede un respiro, gracias al backwardation https://t.co/1vsYrdqZmB;petróleo;NEG;POS;POS
El Ibex inicia junio con una minitregua https://t.co/ZnL4gceLqj;Ibex;POS;POS;POS
Seis valores suben más del 10% en el mejor mes del año https://t.co/Cv9uofKbd3;valores;POS;POS;POS
Wall Street despide mayo cortando su racha alcista https://t.co/9O0XSBjyQz;Wall Street;NEG;NEG;NEG
EL Ibex es la Bolsa más vulnerable de Europa, según Morgan Stanley https://t.co/F0A43xMqmk;Ibex;NEG;NEG;NEG
Inditex pelea con Iberdrola el liderazgo por capitalización https://t.co/ytHIUpHZ8g;Inditex;POS;POS;NEG
Bank of America y JPMorgan ganan cuota en la Bolsa española https://t.co/pivbak6Dyh;JPMorgan;POS;POS;NEG
Hay margen de subida en la tecnología: el SOX busca la parte alta del canal bajista https://t.co/SdgXECNF6S;SOX;POS;POS;NEG
IAG: canalizado a la baja desde febrero de 2021 https://t.co/o0W5GOw0Nf;IAG;NEG;NEG;POS
Telefónica rompe los 5 euros por acción en plena recta final para el dividendo https://t.co/LLajsj7acW;Telefónica;POS;POS;NEG
El Ibex está fuerte, pero llega exhausto a la resistencia de los 8.900-9.000 https://t.co/XeahT1Mf20;Ibex;POS;POS;POS
Unilever gana 7.000 millones en Bolsa al dar entrada en su consejo a los activistas https://t.co/d0By7KtNWA;Unilever;POS;POS;NEG
El petróleo escala a máximos de marzo tras el embargo al crudo ruso https://t.co/Q3D78xmQWT;petróleo;POS;NEG;NEG
El Ibex vuelve a frenarse por debajo de los 9.000 puntos https://t.co/o9cUxnuaNX;Ibex;NEG;NEG;NEG
Los fondos españoles invierten 2.600 millones tras las caídas https://t.co/4s6v8P8ojM;fondos;POS;POS;POS
El bitcoin, anclado en 30.000 dólares: cuándo saldrá del coma https://t.co/HgTwV1xTo5;bitcoin;POS;POS;NEG
Hasta cuánto puede aguantar España las subidas de tipos https://t.co/27xOexqYfr;tipos;POS;NEG;NEG
La Bolsa española, la que más sube en mayo: un 4,04% https://t.co/bcdducRjKK;Bolsa;POS;POS;POS
Altia paga dividendo de 0,32 euros por acción el próximo día 8 de junio https://t.co/kRK4EdtwWM;Altia;POS;POS;NEG
Coinbase resurge cual Ave Fénix y cierra el hueco bajista de los últimos resultados https://t.co/59mdmPmsEu;Coinbase;POS;POS;NEG
Prometedor apoyo del STOXX Europe 600 a los máximos de 2015 y 2020 https://t.co/4n5pMrWxU9;STOXX Europe;POS;POS;NEG
La nueva terra (luna) también se desploma en el mercado cripto https://t.co/iz463LdSxL;luna;NEG;NEG;POS
Las tres últimas apuestas en Bolsa de Soros para ganar hasta el 110% https://t.co/UesKw1cVEv;Soros;POS;POS;NEG
Los futuros del Dax y del Euro Stoxx dejan atrás las directrices bajistas de corto plazo https://t.co/jX3fxKpW95;Dax;POS;POS;NEG
El Ibex, en racha, activa el asalto a los 9.000 puntos https://t.co/gQHGlDHX9B;Ibex;POS;POS;POS
El euro se agarra a los mínimos de 2017 como a un clavo ardiendo https://t.co/mAPeD42JaR;euro;NEG;NEG;NEG
Por encima de los 33 euros ArcelorMittal activaría una clara señal de compra https://t.co/HhsIucio9D;ArcelorMittal;POS;POS;NEG
El rublo destaca en un mercado de divisas agitado por la guerra y los tipos https://t.co/vehd408xmq;rublo;POS;NEG;NEG
El BCE ficha cuatro cazatalentos para buscar ejecutivos https://t.co/RCNjRRIAtb;BCE;POS;POS;NEG
El Ibex, a dos sesiones de cerrar el mejor mes de 2022 https://t.co/hufXP3NDdU;Ibex;POS;POS;POS
El coste de la deuda pública emitida en 2022 volvió a aumentar en mayo https://t.co/e0xuuqHrD6;deuda;NEG;NEG;NEG
La guerra y el euribor amenazan el frenético ritmo de actividad hipotecaria https://t.co/iHAkwa0o1H;actividad hipotecaria;NEG;NEG;NEG
El mercado ya descuenta peores resultados https://t.co/G4RlLlSvyb;mercado;NEG;NEG;NEG
El Nasdaq sube otro 2%  https://t.co/Po25C2aMqj;Nasdaq;POS;POS;POS
Dow Jones busca cortar su peor racha desde 1923 https://t.co/Po25C2aMqj;Dow Jones;POS;POS;POS
ACS, muy cerca ya de la importante resistencia de los 27-27,25 euros https://t.co/eAlJhl7NLK;ACS;POS;POS;NEG
Sabadell logra al fin luz verde de los analistas para superar el euro por acción https://t.co/7pQtwbCcI3;Sabadell;POS;POS;NEG
"El ""miedo extremo"" que mantiene bloqueado el bitcoin https://t.co/u9yoPCZtRv";bitcoin;NEG;NEG;POS
Ahora sí, el Dax asoma la cabeza por encima de la directriz bajista https://t.co/RSZDmYfG9t;Dax;POS;POS;NEG
Los mercados mundiales, en alerta https://t.co/357SFU2EhR;mercados;NEG;NEG;NEG
El Ibex, sin rumbo claro, busca el pleno de subidas en la semana https://t.co/kAF33asl7u;Ibex;POS;POS;POS
Redegal prepara su salto al BME para crecer con compras https://t.co/emUUdZFATl;Redegal;POS;POS;NEG
Diez valores disparados en Bolsa por la viruela del mono https://t.co/riDXPLnNDO;valores;POS;POS;POS
Acerinox, Amadeus y BBVA, con fuerza para entrar en verde en 2022 https://t.co/OWlizBDfV1;Acerinox;POS;POS;NEG
El Nasdaq sube un 2% https://t.co/K19NUiOE86;Nasdaq;POS;POS;POS
