Tweet;Target;Sent_Target;Sent_Sociedad;Sent_Empresas;tweet_clean
🏡La financiación participativa avanza en el mercado inmobiliario https://t.co/hyANjBJzc8;financiación;POS;POS;POS;financiación participativa avanza mercado inmobiliario
"❗️#EMPLEO | Alcampo busca 1.000 trabajadores para verano

→ Reponedor, cajero, mostrador y vendedor

Todos los detalles y cómo apuntarse 👇🏻
https://t.co/Bim9OXDzAp";trabajadores;POS;POS;POS;empleo alcampo busca trabajadores verano reponedor cajero mostrador vendedor detalles cómo apuntarse
"Empresa global | 💧 Aguas de Saltillo ha conseguido asegurar el suministro de agua apta para el consumo a los hogares de la ciudad de Saltillo (México)

💡Ofrecido por @Agbar https://t.co/m5zaiRYOCc";suministro;POS;POS;POS;empresa global agua saltillo conseguido asegurar suministro agua apta consumo hogares ciudad saltillo méxico ofrecido agbar
"📊🇺🇸 #Apertura | Bajadas contenidas en el arranque de Wall Street
 
https://t.co/h7aqZAaPUG https://t.co/cMEZ2N3PDE";Wall Street;NEG;NEG;NEG;apertura bajadas contenidas arranque wall street
"""Las pensiones máximas, por desgracia, son una extraordinaria excepción""

 https://t.co/abdVsJDJCL";pensiones;NEG;NEG;NEG;pensiones máximas desgracia extraordinaria excepción
"🔶Esta compañía, 100% digital,  ha cambiado el paradigma del mercado inmobiliario, ofreciendo un precio justo y real

💡Ofrecido por @iad_espana

 https://t.co/QmAIdZEYYN";compañía;POS;POS;NEG;compañía digital cambiado paradigma mercado inmobiliario ofreciendo precio justo real ofrecido iad_espana
"#URGENTE | Un incidente interrumpe la planta de regasificación de Reganosa (La Coruña)

→ Se corta el suministro de gas en Galicia y Asturias

✍️🏻 @rubenesteller 

https://t.co/FiNqY0zyIh";gas;NEG;NEG;NEG;urgente incidente interrumpe planta regasificación reganosa coruña corta suministro gas galicia asturias rubenesteller
"📊Los bancos cuentan con 14.000 millones para duplicar las recompras ya realizadas

→ BBVA, CaixaBank y Santander cuentan con programas por valor de 7.000 millones de euros

✍️🏻 @lauradlquintana 
https://t.co/TB55Cje2UX https://t.co/2nyEsXq5el";recompras;POS;POS;NEG;bancos cuentan millones duplicar recompras realizadas bbva caixabank santander cuentan programas valor millones euro lauradlquintana
"🇪🇺🔥 La inflación mayorista vuelve a marcar récord en la eurozona
 
https://t.co/sPRYboQ4m3 https://t.co/ZTLbOLibSn";inflación;NEG;NEG;NEG;inflación mayorista vuelve marcar récord eurozona
"⚡️🪙 El bitcoin vuelve a corregir con violencia y pierde los 30.000 dólares
 
https://t.co/EdfAwFHSQU https://t.co/jHxvZHdVNZ";bitcoin;NEG;NEG;POS;bitcoin vuelve corregir violencia pierde dólares
"⚡️🗣️Los españoles somos ""más pobres que antes de la subida de los precios energéticos""

✍️🏻 @tamenobregon 
 https://t.co/uGEAffWtwl";españoles;NEG;NEG;NEG;españoles pobres subida precios energéticos tamenobregon
#Seguros | Sí o sí. El repunte de la inflación y el efecto que ésta tiene para la actividad del seguro aboca a esta industria a una retarificación al alza de las coberturas que presta. Informa @M_PoncedeLeon https://t.co/fxY4Iu0Vm1;seguro;NEG;NEG;NEG;seguros repunte inflación efecto ésta actividad seguro aboca industria retarificación alza coberturas presta informa m_poncedeleon
"Maroto defiende que el Perte del vehículo eléctrico será ""un gran impulso"" para Cataluña  https://t.co/QaX4Zz28mY";vehículo eléctrico;POS;POS;NEG;maroto defiende perte vehículo eléctrico gran impulso cataluña
El precio de la luz sube este lunes,  pero se mantiene por debajo de los 200 euros/MWh  https://t.co/NUUKpnSwfw;luz;POS;NEG;NEG;precio luz sube lunes mantiene debajo eurosmwh
#Mercados | Coinbase y Robinhood, brókeres alternativos que permiten operar con criptodivisas, cotizan en mínimos históricos ante el temor de hacer frente a indemnizaciones millonarias si triunfan los pleitos contra ellos. Informa @Saizpena https://t.co/rziKD1Bvsf;Coinbase Robinhood;NEG;NEG;POS;mercados coinbase robinhood brókeres alternativos permiten operar criptodivisas cotizan mínimos históricos temor hacer frente indemnizaciones millonarias si triunfan pleitos informa saizpena
Minsait contratará a 4.000 profesionales en España este año  https://t.co/jpFnBHjZQY;Minsait;POS;POS;NEG;minsait contratará profesionales españa año
España perdió 337 licencias de VTC y destruyó 4.056 de taxi hasta mayo  https://t.co/yfnz8fUG3O;España;NEG;NEG;POS;españa perdió licencias vtc destruyó taxi mayo
#Mercados | Las pequeñas compañías de EEUU cotizan en niveles similares a los de la crisis de 2008 https://t.co/gcoavjSBwo;compañías;NEG;NEG;NEG;mercados pequeñas compañías eeuu cotizan niveles similares crisis
"Costa pide a las empresas un ""esfuerzo"" para subir un 20% los salarios medios en Portugal  https://t.co/Ai0Sr2spLs";salarios;POS;POS;NEG;costa pide empresas esfuerzo subir salarios medios portugal
"#Inversión | Los fondos que más ganan en los últimos diez años acumulan caídas pronunciadas en 2022 y se postulan como una oportunidad de inversión a largo plazo. Informa @Sandra_SanchezC

 https://t.co/4u22H1zxFW";fondos;NEG;NEG;NEG;inversión fondos ganan últimos diez años acumulan caídas pronunciadas postulan oportunidad inversión largo plazo informa sandra_sanchezc
"#Inversión #Mercados | Más de una quincena de empresas de la Bolsa española terminarán el año con más de 14.000 millones de euros en caja tras restar la deuda. Informa @crosique11
 https://t.co/qMtJvmottx";empresas;POS;POS;POS;inversión mercados quincena empresas bolsa española terminarán año millones euro caja tras restar deuda informa crosique
"#Banca | Más de 80.000 clientes de Santander ahorran 161 millones en diez meses a través de pequeñas reglas, como el redondeo de pagos con tarjeta. Informa @raquel_lander

 https://t.co/vjB4akU8mM";clientes;POS;POS;NEG;banca clientes santander ahorran millones diez me través pequeñas reglas redondeo pagos tarjeta informa raquel_lander
Marriott suspende todas sus operaciones en Rusia  https://t.co/Qho4k7mQfu;Rusia;NEG;NEG;NEG;marriott suspende toda operaciones rusia
El mercado mundial de smartphones caerá hasta un 3,5% por los cierres en China  https://t.co/oCUtG083Z6;mercado;NEG;NEG;POS;mercado mundial smartphones caerá cierres china
El precio de la luz cae este sábado un 5% y se sitúa en los 203,86 euros/MWh  https://t.co/SDF1Byya6C;luz;NEG;POS;POS;precio luz cae sábado sitúa eurosmwh
Santander cuenta ya con 100.000 huchas digitales  https://t.co/u940jIkfNc;Santander;POS;POS;NEG;santander cuenta huchas digitales
Openbank regala hasta 1.500 euros por captar nuevos clientes en hipotecas  https://t.co/ySecGUhdbO;Openbank;POS;POS;NEG;openbank regala euro captar nuevos clientes hipotecas
Santander añade un nuevo 'unicornio' a su cartera y ya suma once  https://t.co/pQ0ScdXBJ8;Santander;POS;POS;NEG;santander añade nuevo unicornio cartera suma once
RIU prevé volver a niveles de ingresos pre-Covid en 2022  https://t.co/WdUFglBjIp;RIU;POS;POS;NEG;riu prevé volver niveles ingresos precovid
Las sanciones al petróleo ruso alteran el mapa energético de la UE  https://t.co/b9tJKUkJ55;mapa energético;NEG;NEG;NEG;sanciones petróleo ruso alteran mapa energético ue
Siro anuncia que paraliza todas sus plantas por falta de acuerdo con inversores  https://t.co/ng8RpkSr60;Siro;NEG;NEG;POS;siro anuncia paraliza toda plantas falta acuerdo inversores
El optimismo previo a la publicación del paro de EEUU se fue desvaneciendo y las dudas regresaron después de confirmar una suave desaceleración del ritmo de creación de empleo.;empleo;NEG;NEG;NEG;optimismo previo publicación paro eeuu desvaneciendo dudas regresaron después confirmar suave desaceleración ritmo creación empleo
El Ibex ha cedido un 0,22% hasta los 8.724,80 puntos.;Ibex;NEG;NEG;NEG;ibex cedido puntos
ÚLTIMA HORA | El Ibex pierde un 2,3% en un pleno de caídas en la semana https://t.co/0OWtCxcyLK https://t.co/Qpv5Kc2cu2;Ibex;NEG;NEG;NEG;última hora ibex pierde pleno caídas semana
"Shein enseña músculo con su primera tienda en España.

Lo cuenta @victormosorio en  

https://t.co/FmHs8pBXWZ";Shein;POS;POS;NEG;shein enseña músculo primera tienda españa cuenta victormosorio
"La transacción se ha cruzado a un precio de 11 euros por acción, ligeramente por encima de la cotización actual de Indra. 

Una exclusiva de @pepepebravo en  

https://t.co/42IZOjS4DJ";transacción;POS;POS;NEG;transacción cruzado precio euro acción ligeramente encima cotización actual indra exclusiva pepepebravo
La Sepi subiría así hasta el entorno del 23,36% en el capital de Indra;Sepi;POS;POS;NEG;sepi subiría así entorno capital indra
"EXCLUSIVA | La Sepi compra el 3,21% que mantenía la familia March en Indra por 62 millones de euros.

https://t.co/42IZOjS4DJ";Sepi;POS;POS;NEG;exclusiva sepi compra mantenía familia march indra millones euro
"Se estima que la banda posee una fortuna conjunta neta de unos 1.450 millones de dólares.

https://t.co/DRf569Niha https://t.co/tq51VkTxY8";banda;POS;POS;NEG;estima banda posee fortuna conjunta neta millones dólares
"Con las entradas entre los 100 y 300 euros, los Rolling están de vuelta para engrosar sus ya abultadas fortunas.

https://t.co/DRf569Niha https://t.co/ih00XygZW7";Rolling;POS;POS;NEG;entradas euro rolling vuelta engrosar abultadas fortuna
La milmillonaria fortuna de los Rolling Stones  https://t.co/4ASOO99Udf;Rolling Stones;POS;POS;NEG;milmillonaria fortuna rolling stone
"Los empleados de Tesla no ganan para sobresaltos.

Musk revela que necesita recortar el 10% de la plantilla de Tesla.



https://t.co/2A8aVig8I9";plantilla Tesla;NEG;NEG;POS;empleados tesla ganan sobresaltos musk revela necesita recortar plantilla tesla
"El mercado ha tenido en mayo un comportamiento diferente a lo largo de la geografía española, aunque las subidas han sido predominantes. 

Así, hasta 34 capitales han experimentado alzas en el precio de la vivienda en alquiler durante el último mes.

https://t.co/1PBD7FCnY1 https://t.co/8C0jNLYlp1";mercado;POS;POS;POS;mercado mayo comportamiento diferente largo geografía española aunque subidas sido predominantes así capitales experimentado alzas precio vivienda alquiler último me
El alquiler sube un 1,4%: ¿dónde está más caro?  https://t.co/n5oQ4riZ9N;alquiler;POS;NEG;NEG;alquiler sube dónde caro
Los grupos de infraestructuras de 'telecos' crecen con el 'boom' de datos.;grupos;POS;POS;NEG;grupos infraestructuras telecos crecen boom datos
El mercado cripto no acaba de recuperar el pulso alcista después de su desplome. ;mercado cripto;NEG;NEG;POS;mercado cripto acaba recuperar pulso alcista después desplome
"""La crisis nos ha pillado con la economía bien saneada, las empresas han conseguido competir bien en un entorno muy complicado"".";empresas;POS;POS;POS;crisis pillado economía bien saneada empresas conseguido competir bien entorno complicado
"La CNMV ha suspendido la cotización de Acerinox y Aperam, la compañía con sede en Luxemburgo y participada en un 40,9% por los Mittal, ante una posible fusión entre los dos fabricantes de acero inoxidable.

https://t.co/TKXbytNLoT https://t.co/zhYNHqbaMV";cotización;NEG;NEG;POS;cnmv suspendido cotización acerinox aperam compañía sede luxemburgo participada mittal posible fusión do fabricantes acero inoxidable
"Amancio Ortega, una de las grandes fortunas del mundo, creó Pontegadea Inversiones en junio de 2001, un mes después del estreno en Bolsa de Inditex.

https://t.co/KXc4aqKPTr https://t.co/tKglUfH53a";Amancio Ortega;POS;POS;NEG;amancio ortega grandes fortuna mundo creó pontegadea inversiones junio me después estreno bolsa inditex
"La mayor operación cerrada hasta el momento por Pontegadea ha sido en Canadá. La empresa, que gestiona el patrimonio del magnate del textil, ha comprado este año el Royal Bank Plaza por más de 800 millones.

https://t.co/KXc4aqKPTr https://t.co/6bKF1i0dJr";Pontegadea;POS;POS;NEG;mayor operación cerrada momento pontegadea sido canadá empresa gestiona patrimonio magnate textil comprado año royal bank plaza millones
"En apenas dos décadas Amancio Ortega ha levantado un imperio inmobiliario valorado en más de 14.000 millones.

Extiende su huella por España, Reino Unido, Estados Unidos, México, Canadá, Italia, Portugal, Francia y Corea del Sur.

https://t.co/KXc4aqKPTr https://t.co/JypdSh999F";Amancio Ortega;POS;POS;NEG;apenas do décadas amancio ortega levantado imperio inmobiliario valorado millones extiende huella españa reino unido unidos méxico canadá italia portugal francia corea sur
"Así es el imperio inmobiliario de Amancio Ortega.

Con la gasolina que le aporta cada año el dividendo de Inditex, Ortega se ha convertido en el mayor inversor español inmobiliario.

https://t.co/KXc4aqLnIZ https://t.co/BYGOZ3m7vh";Amancio Ortega;POS;POS;NEG;así imperio inmobiliario amancio ortega gasolina aporta cada año dividendo inditex ortega convertido mayor inversor español inmobiliario
"Acerinox y Aperam, suspendidas en Bolsa ante una posible fusión

https://t.co/TKXbytNLoT https://t.co/PIQkExjGCa";Acerinox Aperam;NEG;NEG;POS;acerinox aperam suspendidas bolsa posible fusión
"ÚLTIMA HORA | Europa apunta también al alza, y la Bolsa española se encuentra con referencias favorables del exterior para activar el rebote, a la espera al menos de los datos de EEUU. 
https://t.co/jLO1Zw9axv https://t.co/4jFJorawrc";Bolsa;POS;POS;POS;última hora europa apunta alza bolsa española encuentra referencias favorables exterior activar rebote espera menos datos eeuu
"🔵ÚLTIMA HORA | El Ibex abre con subidas del 0,65%, hasta 8.800 puntos. El optimismo previo a la publicación del informe oficial de empleo de EEUU despeja el camino a las subidas.

Sigue la evolución de los Mercados en la Crónica de Bolsa de .
https://t.co/jLO1Zw9axv";Ibex;POS;POS;POS;última hora ibex abre subidas puntos optimismo previo publicación informe oficial empleo eeuu despeja camino subidas sigue evolución mercados crónica bolsa
Alerta del supervisor: ciertas comisiones de los bancos pueden provocar fugas a las fintech  https://t.co/qJqPOKh7Sf;fintech;NEG;NEG;NEG;alerta supervisor ciertas comisiones bancos pueden provocar fugas fintech
Bestinver: banca y tecnología para doblar la inversión  https://t.co/9AxtWTCia5;inversión;POS;POS;POS;bestinver banca tecnología doblar inversión
Santander y BBVA refuerzan sus agencias de marketing con tres fichajes  https://t.co/1fMkEvPtQq;Santander BBVA;POS;POS;NEG;santander bbva refuerzan agencias marketing tres fichajes
Los bancos que incumplan las normas antiblanqueo podrían perder la licencia  https://t.co/YtXUtWbXVA;bancos;NEG;NEG;NEG;bancos incumplan norma antiblanqueo podrían perder licencia
Vuelve la tormenta a la deuda con el interés en máximos  https://t.co/Gixns4A7IF;interés;POS;NEG;NEG;vuelve tormenta deuda interés máximos
Shein enseña músculo con su primera tienda en España  https://t.co/h5NcSCa0qg;Shein;POS;POS;NEG;shein enseña músculo primera tienda españa
Sacyr y Acciona Energía,  principales candidatas a entrar en el Ibex https://t.co/GDQF9eVXtL;Sacyr Acciona;POS;POS;NEG;sacyr acciona energía principales candidatas entrar ibex
La firma EDM lanza su primer fondo ESG https://t.co/5sShkZB2Ra;EDM;POS;POS;NEG;firma edm lanza primer fondo esg
Valores con la caja llena a buen resguardo de las subidas de tipos https://t.co/c5b51qH4PM;Valores;POS;POS;POS;valores caja llena buen resguardo subidas tipos
Nueva York valora medida que restringe minado de bitcoin con fuentes fósiles https://t.co/vvgKS5qipb;bitcoin;NEG;NEG;POS;nueva york valora medida restringe minado bitcoin fuentes fósiles
Acerinox-Aperam: una fusión con potencial doble en Bolsa https://t.co/yCwahORleo;Acerinox Aperam;POS;POS;NEG;acerinoxaperam fusión potencial doble bolsa
El Ibex evita el pleno semanal de caídas antes del empleo de EEUU https://t.co/oEOTzYGtsM;Ibex;POS;POS;POS;ibex evita pleno semanal caídas empleo eeuu
Bestinver: banca y tecnología para doblar la inversión https://t.co/TMcg1uEBhE;Bestinver;POS;POS;NEG;bestinver banca tecnología doblar inversión
Vuelve la tormenta a la deuda con el interés en máximos https://t.co/nMyKDs8DXT;interés;POS;NEG;NEG;vuelve tormenta deuda interés máximos
El Nasdaq sube más de un 2% pese al recorte en las previsiones de Microsoft https://t.co/8AEdeByYyP;Nasdaq;POS;POS;POS;nasdaq sube pese recorte previsiones microsoft
La OPEP+ bombeará un 50% más de petróleo a partir de julio https://t.co/NxPAfOnF0w;OPEP+;POS;POS;POS;opep bombeará petróleo partir julio
El bitcoin amenaza al resto de criptomonedas https://t.co/PZMkQEWZmr;criptomodenas;NEG;NEG;POS;bitcoin amenaza resto criptomonedas
El Ibex se atasca tras encadenar tres caídas https://t.co/hUmDdn5Nlk;Ibex;NEG;NEG;NEG;ibex atasca tras encadenar tres caídas
Los fondos conservadores atraen 6.500 millones pese a las pérdidas https://t.co/1gN7VmOkuq;fondos;POS;POS;POS;fondos conservadores atraen millones pese pérdidas
Las acciones de Amazon serán 20 veces más baratas el próximo lunes https://t.co/U3yCONXYBT;acciones;NEG;POS;POS;acciones amazon veces baratas próximo lunes
Wall Street suma su segunda caída consecutiva por el temor a una ralentización de la economía https://t.co/jny3LmQRVz;Wall Street;NEG;NEG;NEG;wall street suma segunda caída consecutiva temor ralentización economía
La deuda descuenta subidas más agresivas de tipos del BCE https://t.co/6jQXgl0pPo;tipos;POS;NEG;NEG;deuda descuenta subidas agresivas tipos bce
Dr Martens pisa fuerte con su mayor subida en Bolsa https://t.co/ELLUbY6AJW;Dr Martens;POS;POS;NEG;dr marten pisa fuerte mayor subida bolsa
El petróleo concede un respiro, gracias al backwardation https://t.co/1vsYrdqZmB;petróleo;NEG;POS;POS;petróleo concede respiro gracias backwardation
El Ibex inicia junio con una minitregua https://t.co/ZnL4gceLqj;Ibex;POS;POS;POS;ibex inicia junio minitregua
Seis valores suben más del 10% en el mejor mes del año https://t.co/Cv9uofKbd3;valores;POS;POS;POS;seis valores suben mejor me año
Wall Street despide mayo cortando su racha alcista https://t.co/9O0XSBjyQz;Wall Street;NEG;NEG;NEG;wall street despide mayo cortando racha alcista
EL Ibex es la Bolsa más vulnerable de Europa, según Morgan Stanley https://t.co/F0A43xMqmk;Ibex;NEG;NEG;NEG;ibex bolsa vulnerable europa según morgan stanley
Inditex pelea con Iberdrola el liderazgo por capitalización https://t.co/ytHIUpHZ8g;Inditex;POS;POS;NEG;inditex pelea iberdrola liderazgo capitalización
Bank of America y JPMorgan ganan cuota en la Bolsa española https://t.co/pivbak6Dyh;JPMorgan;POS;POS;NEG;bank of america jpmorgan ganan cuota bolsa española
Hay margen de subida en la tecnología: el SOX busca la parte alta del canal bajista https://t.co/SdgXECNF6S;SOX;POS;POS;NEG;margen subida tecnología sox busca parte alta canal bajista
IAG: canalizado a la baja desde febrero de 2021 https://t.co/o0W5GOw0Nf;IAG;NEG;NEG;POS;iag canalizado baja febrero
Telefónica rompe los 5 euros por acción en plena recta final para el dividendo https://t.co/LLajsj7acW;Telefónica;POS;POS;NEG;telefónica rompe euro acción plenum rectum final dividendo
El Ibex está fuerte, pero llega exhausto a la resistencia de los 8.900-9.000 https://t.co/XeahT1Mf20;Ibex;POS;POS;POS;ibex fuerte llega exhausto resistencia
Unilever gana 7.000 millones en Bolsa al dar entrada en su consejo a los activistas https://t.co/d0By7KtNWA;Unilever;POS;POS;NEG;unilever gana millones bolsa dar entrada consejo activistas
El petróleo escala a máximos de marzo tras el embargo al crudo ruso https://t.co/Q3D78xmQWT;petróleo;POS;NEG;NEG;petróleo escala máximos marzo tras embargo crudo ruso
El Ibex vuelve a frenarse por debajo de los 9.000 puntos https://t.co/o9cUxnuaNX;Ibex;NEG;NEG;NEG;ibex vuelve frenarse debajo puntos
Los fondos españoles invierten 2.600 millones tras las caídas https://t.co/4s6v8P8ojM;fondos;POS;POS;POS;fondos españoles invierten millones tras caídas
El bitcoin, anclado en 30.000 dólares: cuándo saldrá del coma https://t.co/HgTwV1xTo5;bitcoin;POS;POS;NEG;bitcoin anclado dólares cuándo saldrá coma
Hasta cuánto puede aguantar España las subidas de tipos https://t.co/27xOexqYfr;tipos;POS;NEG;NEG;cuánto puede aguantar españa subidas tipos
La Bolsa española, la que más sube en mayo: un 4,04% https://t.co/bcdducRjKK;Bolsa;POS;POS;POS;bolsa española sube mayo
Altia paga dividendo de 0,32 euros por acción el próximo día 8 de junio https://t.co/kRK4EdtwWM;Altia;POS;POS;NEG;altia paga dividendo euro acción próximo día junio
Coinbase resurge cual Ave Fénix y cierra el hueco bajista de los últimos resultados https://t.co/59mdmPmsEu;Coinbase;POS;POS;NEG;coinbase resurge ave fénix cierra hueco bajista últimos resultados
Prometedor apoyo del STOXX Europe 600 a los máximos de 2015 y 2020 https://t.co/4n5pMrWxU9;STOXX Europe;POS;POS;NEG;prometedor apoyo stoxx europe máximos
La nueva terra (luna) también se desploma en el mercado cripto https://t.co/iz463LdSxL;luna;NEG;NEG;POS;nueva terra luna desploma mercado cripto
Las tres últimas apuestas en Bolsa de Soros para ganar hasta el 110% https://t.co/UesKw1cVEv;Soros;POS;POS;NEG;tres últimas apuestas bolsa soros ganar
Los futuros del Dax y del Euro Stoxx dejan atrás las directrices bajistas de corto plazo https://t.co/jX3fxKpW95;Dax;POS;POS;NEG;futuros dax euro stoxx dejan atrás directrices bajistas corto plazo
El Ibex, en racha, activa el asalto a los 9.000 puntos https://t.co/gQHGlDHX9B;Ibex;POS;POS;POS;ibex racha activa asalto puntos
El euro se agarra a los mínimos de 2017 como a un clavo ardiendo https://t.co/mAPeD42JaR;euro;NEG;NEG;NEG;euro agarra mínimos clavo ardiendo
Por encima de los 33 euros ArcelorMittal activaría una clara señal de compra https://t.co/HhsIucio9D;ArcelorMittal;POS;POS;NEG;encima euro arcelormittal activaría clara señal compra
El rublo destaca en un mercado de divisas agitado por la guerra y los tipos https://t.co/vehd408xmq;rublo;POS;NEG;NEG;rublo destaca mercado divisas agitado guerra tipos
El BCE ficha cuatro cazatalentos para buscar ejecutivos https://t.co/RCNjRRIAtb;BCE;POS;POS;NEG;bce ficha cuatro cazatalentos buscar ejecutivos
El Ibex, a dos sesiones de cerrar el mejor mes de 2022 https://t.co/hufXP3NDdU;Ibex;POS;POS;POS;ibex do sesiones cerrar mejor me
El coste de la deuda pública emitida en 2022 volvió a aumentar en mayo https://t.co/e0xuuqHrD6;deuda;NEG;NEG;NEG;coste deuda pública emitida volvió aumentar mayo
La guerra y el euribor amenazan el frenético ritmo de actividad hipotecaria https://t.co/iHAkwa0o1H;actividad hipotecaria;NEG;NEG;NEG;guerra euribor amenazan frenético ritmo actividad hipotecaria
El mercado ya descuenta peores resultados https://t.co/G4RlLlSvyb;mercado;NEG;NEG;NEG;mercado descuenta peores resultados
El Nasdaq sube otro 2%  https://t.co/Po25C2aMqj;Nasdaq;POS;POS;POS;nasdaq sube
Dow Jones busca cortar su peor racha desde 1923 https://t.co/Po25C2aMqj;Dow Jones;POS;POS;POS;dow jones busca cortar peor racha
ACS, muy cerca ya de la importante resistencia de los 27-27,25 euros https://t.co/eAlJhl7NLK;ACS;POS;POS;NEG;ac cerca importante resistencia euro
Sabadell logra al fin luz verde de los analistas para superar el euro por acción https://t.co/7pQtwbCcI3;Sabadell;POS;POS;NEG;sabadell logra fin luz verde analistas superar euro acción
"El ""miedo extremo"" que mantiene bloqueado el bitcoin https://t.co/u9yoPCZtRv";bitcoin;NEG;NEG;POS;miedo extremo mantiene bloqueado bitcoin
Ahora sí, el Dax asoma la cabeza por encima de la directriz bajista https://t.co/RSZDmYfG9t;Dax;POS;POS;NEG;ahora dax asoma cabeza encima directriz bajista
Los mercados mundiales, en alerta https://t.co/357SFU2EhR;mercados;NEG;NEG;NEG;mercados mundiales alerta
El Ibex, sin rumbo claro, busca el pleno de subidas en la semana https://t.co/kAF33asl7u;Ibex;POS;POS;POS;ibex rumbo claro busca pleno subidas semana
Redegal prepara su salto al BME para crecer con compras https://t.co/emUUdZFATl;Redegal;POS;POS;NEG;redegal prepara salto bme crecer compras
Diez valores disparados en Bolsa por la viruela del mono https://t.co/riDXPLnNDO;valores;POS;POS;POS;diez valores disparados bolsa viruela mono
Acerinox, Amadeus y BBVA, con fuerza para entrar en verde en 2022 https://t.co/OWlizBDfV1;Acerinox;POS;POS;NEG;acerinox amadeus bbva fuerza entrar verde
El Nasdaq sube un 2% https://t.co/K19NUiOE86;Nasdaq;POS;POS;POS;nasdaq sube
Dow Jones enfila su quinta sesión consecutiva al alza https://t.co/K19NUiOE86;Dow Jones;POS;POS;POS;dow jones enfila quinta sesión consecutiva alza
Inditex se dispara un 5% en Bolsa por las buenas previsiones https://t.co/KEuJpswL6N;Inditex;POS;POS;NEG;inditex dispara bolsa buenas previsiones
CaixaBank, a solo un 10% de los máximos históricos https://t.co/qh5AumiWNk;CaixaBank;POS;POS;NEG;caixabank solo máximos históricos
Incentivos incorrectos para los precios del carbono https://t.co/mWgNOQTDDA;carbono;NEG;NEG;NEG;incentivos incorrectos precios carbono
Cuatroochenta aumenta un 26% las ventas en el primer trimestre https://t.co/Cq2rYES1z2;Cuatroochenta;POS;POS;NEG;cuatroochenta aumenta ventas primer trimestre
La alianza con Inditex dispara a una empresa australiana https://t.co/jmTkw2y3oj;empresa;POS;POS;NEG;alianza inditex dispara empresa australiana
Las 'small caps' estadounidenses construyen un suelo en los máximos prepandemia https://t.co/NwtyAPC4I2;samll caps;POS;POS;NEG;small cap estadounidenses construyen suelo máximos prepandemia
Óptima ecuación rentabilidad-riesgo en LVMH: ahora o nunca https://t.co/AR6mQjgAoa;LVMH;POS;POS;NEG;óptima ecuación rentabilidadriesgo lvmh ahora nunca
Solaria gana el pulso a los bajistas con sus subidas https://t.co/hhCIRRqYTl;Solaria;POS;POS;NEG;solarium gana pulso bajistas subidas
"Javier Illán: ""Millenium será la tercera mayor Socimi del Continuo"" https://t.co/doybRUEBGo";Millenium;POS;POS;NEG;javier illán millenium tercera mayor socimi continuo
Los 8.900 del Ibex 35: una resistencia colosal https://t.co/392DoaHXmL;Ibex;POS;POS;POS;ibex resistencia colosal
Técnicamente, se dan las condiciones para que los bonos construyan un importante rebote https://t.co/azC8uBWbC3;bonos;POS;POS;POS;técnicamente dan condiciones bonos construyan importante rebote
El Ibex pone en duda su quinta subida consecutiva https://t.co/w6CruRiGZl;Ibex;NEG;NEG;NEG;ibex pone duda quinta subida consecutiva
Un tesoro escondido en Europa que puede escalar hasta un 250% https://t.co/crn4WTRfhy;tesoro;POS;POS;POS;tesoro escondido europa puede escalar
Las Bolsas más baratas para resistir nuevas embestidas https://t.co/itOwwAj6LF;Bolsas;NEG;NEG;NEG;bolsas baratas resistir nuevas embestidas
El Nasdaq repunta un 2% tras las actas de la Fed https://t.co/OR6ZhVX51S;Nasdaq;POS;POS;POS;nasdaq repunta tras actas fed
La Fed apunta a dos subidas más de los tipos del 0,5% en junio y julio https://t.co/h0mQ61JN5K;Fed;POS;POS;POS;fed apunta do subidas tipos junio julio
La fortuna de Elon Musk cae por debajo de los 200.000 millones de dólares https://t.co/VOO8iqprmT;fortuna;NEG;NEG;POS;fortuna elon musk cae debajo millones dólares
Aena y el interminable lateral que dura ya 18 meses https://t.co/rLRIpTDHnJ;Aena;NEG;NEG;POS;aena interminable lateral dura me
Bankinter puede batir los máximos históricos en cualquier momento https://t.co/mpjE5KMUJn;Bankinter;POS;POS;NEG;bankinter puede batir máximos históricos cualquier momento
Repsol alcanza un nuevo techo en Bolsa y los analistas auguran más subidas https://t.co/UCHXg4N7qx;Repsol;POS;POS;NEG;repsol alcanza nuevo techo bolsa analistas auguran subidas
Red Eléctrica: técnicamente, en subida libre absoluta https://t.co/hHOax0zyNu;Red Eléctrica;POS;NEG;NEG;red eléctrica técnicamente subida libre absoluta
Telefónica continúa imparable: a por los máximos prepandemia y más allá https://t.co/5bPaM4Pf8W;Telefónica;POS;POS;NEG;telefónica continúa imparable máximos prepandemia allá
"La deuda, en racha ante ""una de sus mayores oportunidades en 15 años"" https://t.co/OQ73TPEcoO";deuda;POS;POS;POS;deuda racha mayores oportunidades años
Red Eléctrica ataca los 20 euros y despierta a los bajistas https://t.co/0HMJT8ZcsA;Red Eléctrica;NEG;NEG;NEG;red eléctrica ataca euro despierta bajistas
Los bancos del Ibex, refugios y nichos de rentabilidad de hasta el 48% https://t.co/VZgXWnx7nW;bancos;POS;POS;POS;bancos ibex refugios nichos rentabilidad
Microsoft o cuando en la base del canal se compra, no se vende https://t.co/auK74R9m9z;Microsoft;NEG;NEG;POS;microsoft base canal compra vende
El Ibex apunta a los 8.700 puntos en sus subidas https://t.co/RJjqONH9AK;Ibex;POS;POS;POS;ibex apunta puntos subidas
