ID,Heading,Target,S. Target,S. Others,S. Society
528335,Los ‘smartphones’ podrán sustituir al Meteosat (ya colaboran con él),Los 'smartphones',1,0,0
528661,Sacyr batalla en el Tribunal Supremo contra la concesión del aeropuerto de Corvera a Aena,Sacyr,-1,0,0
529100,"Socio mayoritario de Carige está dispuesto a ""apoyar una solución de mercado""",Socio mayoritario de Carige,1,0,1
529945,"Thomas Cook cae un 14,72 % en Bolsa tras multiplicar por seis sus pérdidas",Thomas Cook,-1,0,0
530346,Adif multará a adjudicatarias que pacten concursos con el 10 % del contrato,Adif,-1,0,0
531001,La bolsa de Sao Paulo encadena tercera caída consecutiva en jornada volátil,La bolsa de Sao Paulo,-1,-1,-1
532013,El comité de Tubacex se abre ahora a negociar con la empresa sin condiciones,comité de Tubacex,1,1,0
532834,Italiana Enel abre parque eólico de 150 millones dólares en México,Italia Enel,1,0,1
533070,Ana Botín sobre DIA: Hemos tratado de llegar a un acuerdo bueno para todos,Ana Botín,1,1,0
534118,"La Bolsa de Sao Paulo abre con un avance del 0,46 % en primeras operaciones",La Bolsa de Sao Paulo,1,1,1
534343,"Sony eleva su apuesta por los juegos, la música y el cine en ""streaming""",Sony,1,0,1
534426,"Amancio Ortega, enemigo del pueblo según Podemos, ha pagado 11.000 millones en impuestos desde 2014",Amancio Ortega,0,1,1
534520,ELA aboga por mantener la huelga indefinida en Tubacex como «garantía» para negociar,ELA,-1,-1,-1
535032,"La Bolsa de Buenos Aires abre con un avance del 0,12 %",La Bolsa de Buenos Aires,1,1,1
535044,Siemens Gamesa suministrará 232 megavatios a un parque de EDF en EEUU,Siemens Gamesa,1,0,0
535594,"Derechos sociales europeos, por favor",Derechos sociales europeos,0,0,0
536410,Ocho de las diez marcas líderes en gran consumo son de origen español,marcas líderes en gran consumo,1,1,1
536435,"Santander y Unicaja, los bancos favoritos de Goldman Sachs para ganar en bolsa",Santander,1,-1,0
537969,La guerra fría tecnológica entre EEUU y China acentúa el temor de Wall Street,guerra fría tecnológica,-1,-1,-1
540922,"El petróleo de Texas cae un 0,6% y cierra en 58,81 dólares el barril",petróleo en Texas,-1,-1,-1
541110,VozTelecom cierra un principio de acuerdo para comprar ComyMedia,VozTelecom,1,0,0
542660,El euríbor acelera su caída para marcar su media mensual más baja desde noviembre,El euríbor,-1,0,1
543555,Presidentes de Nissan y FCA preparan reunión para tratar la oferta a Renault,Presidentes de Nissan y FCA,1,0,0
544427,"Caída de Google y de sus servicios de Gmail y Youtube en EEUU, España y otros países europeos",Caída de Google,-1,-1,-1
547171,Lenovo ofrecerá financiación por internet a través de Cetelem,Lenovo,1,0,1
548878,Los riesgos económicos ante la repetición electoral de noviembre,Los riesgos económicos,-1,-1,-1
550800,"La Bolsa de Sao Paulo pierde un 0,41 % en la apertura",Bolsa de Sao Paulo,-1,-1,-1
551903,El Defensor del Pueblo censura el cobro de determinadas comisiones bancarias,El Defensor del Pueblo,1,0,1
552333,La banca cobra comisión de custodia por vender fondos y será deducible,La banca,1,0,0
552725,"Escanear y pagar sin pasar por caja, la nueva solución de Repsol",solución de Repsol,1,0,1
553032,"España, en la zona media de la digitalización europea: lastrada por la formación y los precios",España,-1,-1,-1
553288,Eudel defiende que la Ley de Aportaciones garantiza más recursos para los ayuntamientos,la Ley de Aportaciones,1,0,1
553341,La UE busca pactar la base del presupuesto del euro con frentes aún abiertos,La UE,1,1,1
554620,"La deuda pública marca nuevo récord con 1,2 billones de euros hasta marzo",La deuda pública,-1,-1,-1
554869,"El Gobierno admite que la fortaleza del euro es una ""amenaza importante"" para el turismo en España",fortaleza del euro,-1,-1,-1
556222,Investigadores del MIT desarrollan un sistema para que los robots puedan reconocer un objeto a través del tacto,Investigadores del MIT,1,1,1
556301,Clece ofertará 1.000 puestos laborales en la segunda edición de LaboralMAD,Clece,1,0,1
556431,Las ventas de H&M subieron un 6 % interanual en el segundo trimestre,Las ventas de H&M,1,0,0
557982,Estados Unidos y China lideran la lista de superordenadores más potentes del mundo,Estados Unidos,1,0,0
560117,El Banco de España obligará a los bancos a dotarse de un fondo para evitar otra burbuja,El Banco de España,1,1,1
560199,El PSOE registra el martes una propuesta para subir las pensiones con el IPC y animará a más movilizaciones,El PSOE,1,0,1
561701,NetApp busca robar a IBM segundo puesto en almacén de datos en España en 2020,NetApp,1,0,0
562761,Funcas avisa: la ralentización económica y la incertidumbre política obstaculizan el cumplimiento del déficit,el cumplimiento del déficit,-1,-1,-1
563833,Luis Gallego compaginará la presidencia de Iberia con la de LEVEL,Luis Gallego,1,0,0
563947,Un juzgado de Valencia reconoce la relación laboral existente entre 97 'riders' y Deliveroo,relación laboral,1,0,0
564139,NH gestionará los hoteles de Minor en Brasil y Portugal,NH,1,0,0
569452,"El IBEX abre con pérdidas del 0,25 % en una jornada sin referencias de EEUU",El IBEX,-1,-1,-1
571081,El presidente de Portugal visita la primera tienda de Mercadona en el país,Mercadona,1,0,1
573211,El Ibex vuelve a perder el 9.000 lastrado por el Brexit y la guerra comercial,El Ibex,-1,-1,-1
574836,Papelón del Gobierno: así es el dinero que descubre ahora para las pensiones,Gobiern0,-1,0,-1
577965,"Carrefour y Glovo se alían en Francia, España, Italia y Argentina",Carrefour,1,0,0
577968,Ericcson registró beneficio neto de 408 millones de euros en primer semestre,Ericcson,1,0,0
578829,El BCE concluye que Nordea tiene suficiente capital pero débil sistema datos,Nordea,-1,0,0
580499,Adif dará el lunes el pistoletazo de salida a la liberalización ferroviaria,Adif,1,0,0
582166,Continental revisa a la baja sus pronósticos de beneficio y facturación,Continental,-1,0,0
583532,Inquietud en el Banco de España,Banco de España,-1,-1,-1
584956,"El Sabadell cree ""difícil"" que la banca cobre al particular por los depósitos",El Sabadell,1,0,1
585265,Cellnex mejora su resultado y cierra el primer semestre en equilibrio,Cellnex,1,0,0
586523,"Colonial gana 338 millones en el primer semestre del año, un 33 % más",Colonial,1,0,0
586920,"Unicaja Banco obtiene un beneficio neto de 116 millones en el primer semestre, un 11,4% más",Unicaja Banco,1,0,1
587209,"Merlin gana 262 millones, un 45% menos, por la ausencia de extraordinarios",Merlin,-1,0,0
587210,"Merlin gana 262 millones, el 45,4 % menos, tras los extraordinarios de 2018",Merlin,1,0,0
587307,Iberdrola se adjudica el mayor número de lotes en subasta solar de Portugal,Iberdrola,1,-1,0
587328,Ferrovial recorta más de un 90 % sus números rojos hasta 6 millones,Ferrovial,1,0,0
587516,CaixaBank lidera venta de fondos de pensiones e inversión colectiva en España,CaixaBank,1,0,0
589489,"Barclays gana 2.271 millones de euros en el primer semestre, un 269 % más",Barclays,1,0,0
591619,El Asistente de Google introduce la lectura de mensajes de apps de mensajería,Asistente de Google,1,1,1
594687,Costa anuncia una subida del salario mínimo y avances en reformas estructurales,Costa,1,0,1
598708,"Ryanair, al borde de una nueva fuga de personal un año después de perder a más de 140 pilotos",Ryanair,-1,1,0
599530,Colaboración público-privada para un pacto de Estado de infraestructuras,Colaboración públic-privada,1,1,1
600470,AliExpress abrirá su primera tienda en España y lo celebrará con descuentos y sorteos,AliExpress,1,-1,1
604665,Natra escribe su punto final en bolsa: quedará excluida el 30 de agosto,Natra,-1,0,0
604670,Zapatos biodegradables hechos con fibra de plátano ‘made in spain’,zapatos biodegradables,1,0,1
606925,Los beneficios corporativos de Japón registran una caída trimestral del 12 %,beneficios corporativos de Japón,-1,-1,-1
608821,Xunta y sindicatos pedirán la reactivación de la mesa industrial de Alcoa,mesa industrial de Alcoa,1,0,0
611172,La Fiscalía aprecia defectos en la actuación del Banco de España en Bankia,Banco de España,-1,-1,0
611369,"El PIB francés crecerá un 0,3% en el tercer trimestre, según el BdF",El PIB francés,1,1,1
612028,Llerena acogerá una feria que difunde cultura,Llerena,1,0,1
612686,Ferrovial recurre la decisión judicial sobre la autopista canadiense ETR-407,Ferrovial,-1,0,0
613848,"Álvarez advierte de que una ""disrupción"" del mercado hipotecario perjudicará a clientes y bancos","""disrupción"" del mercado hipotecario",-1,-1,-1
616023,Wall Street remonta las pérdidas iniciales a la espera de la Fed,Wall Street,1,1,0
616056,Exconsejeros de Bankia niegan cualquier interés personal en la salida a Bolsa,Exconsejeros de Bankia,-1,0,0
616660,"Moody's hunde más a OHL en 'bono basura' tras sus ""pobres resultados"" trimestrales",Moody,-1,0,0
616778,Volotea aumentó un 14 % el número de pasajeros en verano,Volotea,1,0,0
618023,Vesuvius se niega a retirar el ERE que afecta a 128 trabajadores,Vesuvius,-1,0,-1
621149,Xiaomi presenta Mi Mix Alpha con pantalla envolvente 360 grados y cámara principal de 108MP,Xiaomi,1,0,1
622207,Hacienda tiene un mes para convocar las dos reuniones obligatorias con las CCAA,Hacienda,1,0,1
622499,"Volotea transportó a más de tres millones de pasajeros en verano, un 14 % más",Volotea,1,0,1
623350,"El IBEX 35 sube el 0,71 % a mediodía, a punto de alcanzar el nivel de 9.200",El IBEX,1,1,1
624854,Las aerolíneas ven difícil poder reemplazar a Thomas Cook a corto plazo,Las aerolíneas,-1,0,-1
626099,"Las ventas de GM en EE.UU. aumentaron un 6,3 % en el tercer trimestre",ventas de GM en EE.UU,1,0,0
626110,Declarada en concurso In Destination Incoming tras la quiebra Thomas Cook,In Destination Incoming,-1,0,-1
626289,EM Grup invertirá 130 millones en una planta renovable en Cercs (Barcelona),EM Grup,1,0,1
626397,Bankinter bonifica planes de pensiones con abono en efectivo de hasta el 4 %,Bankinter,1,0,1
626507,Twitter y Tweetdeck experimentan problemas que impiden su uso con normalidad,Twitter,-1,0,-1
626993,"Los aranceles por el caso Airbus-Boeing encarecerán los billetes, según TEDAE",Los aranceles,-1,-1,-1
627078,Madrid tiene unos 400 proyectos residenciales que sumarán 13.800 viviendas,Madrid,1,1,1
627100,El Gobierno lanza ayudas por 300 millones para impulsar el turismo tras la quiebra de Thomas Cook,Gobierno,1,1,1
627743,"Alierta presume de su viejo Nokia: ""Soy el único libre, ni Google, ni Apple ni Facebook saben mi vida""",Alierta,1,0,-1
629031,El rey prueba el primer Opel Corsa eléctrico en su visita a Figueruelas,Opel Corsa eléctrico,1,0,1
630149,"El IBEX rebota un 0,58 % pero se queda todavía por debajo de los 9.000 puntos",El IBEX,-1,-1,-1
630556,Calviño tendrá que revisar a la baja su previsión de crecimiento del PIB antes del martes,Calviño,-1,-1,-1
631736,Bolsa Mexicana avanza favorecida por tregua comercial de EE.UU. y China,Bolsa Mexicana,1,1,1
632496,"Rentabilidad y compromiso social, motivos para la inversión sostenible",Rentabilidad,1,1,1
633245,El sector químico estima el efecto del 'brexit' en 300 millones de euros,El sector químico,-1,-1,-1
633371,Guindos reclama política económica y fiscal para que la munición del BCE vuelva a tener fuerza,política económica y fiscal,1,0,1
633456,"Esfera Robotics, un fondo para no perderse la megatendencia de la robotización",Esfera Robotics,1,0,1
634595,Aena adjudica a Sampol la construcción de nueva central eléctrica de Barajas,Sampol,1,1,1
634670,Sánchez responde a los pensionistas que blindará la pensión al IPC real,Sánchez,1,0,1
635484,El Big Data & AI Congress constata que la Inteligencia Artificial avanzará el abordaje de enfermedades,la Inteligencia Artificial,1,1,1
635705,"El sector de componentes para coches ve un 2020 ""desafiante"" y ""preocupante""",sector de componentes para coches,-1,0,-1
637632,"Vértice 360 eleva un 51,1% su beneficio apoyada en el crecimiento de ingresos",Vértice 360,1,0,0
639416,"Sector de gran consumo acusa políticos de frivolidad tras 4 años ""perdidos""",Sector de gran consumo,-1,-1,-1
639924,"Los beneficios de Twitter se hunden un 95% en el tercer trimestre, hasta los 33 millones",beneficios de Twitter,-1,0,0
639989,"Las ganancias de Microsoft crecen un 21% en su primer trimestre, hasta 9.600 millones",Las ganancias de Microsoft,1,0,0
640527,"Mercados en Argentina cierran semana de tensión, expectantes a presidenciales",Mercados de Argentina,-1,-1,-1
641511,"Los beneficios industriales en China caen un 2,1 % hasta septiembre",beneficios industriales en China,-1,-1,-1
642048,"La campaña de Navidad generará 453.260 contratos, un 5 % más, según Randstad",campaña de Navidad,1,1,1
645277,Vento desembarca en Vigo e integra Paseo de Alfonso,Vento,1,0,1
645816,"La CNMC rebaja un 1,44% las tarifas aeroportuarias de Aena para 2020",La CNMC,1,0,1
646505,La OMC en manos de Trump,La OMC,0,0,0
646800,Telefónica gana un 50% menos hasta septiembre tras reestructurar su plantilla,Telefónica,-1,0,-1
646802,Los centros tecnológicos crecen mientras miran con preocupación la inestabilidad política,Los centros tecnológicos,1,1,1
647370,"Italia busca convencer a ArcelorMittal sobre Ilva, que amenaza 10.000 empleos",Italia,1,1,1
647958,"Javier Sánchez, presidente de las cámaras de comercio",presidente de las cámaras de comercio,0,0,0
649597,Colombia busca empujar a su agroindustria a llenar los supermercados chinos,Colombia,1,1,1
650851,"Los hoteleros impugnan los pliegos del Imserso por ""lesionar gravemente"" sus intereses",pliegos del Imserso,-1,-1,0
650993,Bolsa mexicana cierra sin cambios una jornada de bajas en mercados mundiales,Bolsa mexicana,-1,-1,-1
651618,"Avanza la precarización del trabajo en México, advierten analistas",precarización del trabajo en México,-1,-1,-1
652424,La Bolsa de Sao Paulo no opera este viernes por ser festivo en Brasil,La Bolsa de Sao Paulo,0,0,0
654360,Viesgo renueva su programa de bonos a corto plazo en la Bolsa de Dublín,Viesgo,1,0,0
654915,Rey saudí dice que venta de acciones de Aramco pagará inversiones prometidas,venta de acciones de Aramco,1,0,1
657486,Lefties refuerza su internacionalización con su entrada en Túnez,Lefties,1,0,1
657550,Novartis llega a un acuerdo para comprar The Medicines Company por 8.805 millones de euros,Novartis,1,0,0
659354,"Los intangibles absorben el 35% de la inversión en España, a la cola de la UE",Los intangibles,1,1,0
660151,"El beneficio de las empresas cae un 44,5 % por las plusvalías de 2018",beneficio de las empresas,-1,-1,-1
661340,ICEMD celebra 25 años de formación en Economía Digital: del salto al mundo online a la transición hacia la nube,ICEMD,1,1,1
664446,"El sector inmobiliario, a la cola en sostenibilidad, pide objetivos realistas",El sector inmobiliario,-1,0,-1
666562,El sector del vapeo culpa a Sanidad de la reducción del 30% de las ventas,sector del vapeo,-1,0,0
670229,La inversión inmobiliaria cae 45 % por ausencia de operaciones corporativas,La inversión inmobiliaria,-1,-1,-1
672726,El Gobierno argentino estudia derogar las jubilaciones de privilegio,El Gobierno Argentino,1,0,1
675020,Total participará en la mayor central solar fotovoltaica de Catar,Total,1,0,1
675543,Las 'start-ups' de Wayra y Telefónica facturan 32 millones de euros,start-ups,1,0,0
675768,"Brexit: la incertidumbre persiste, dice la City",Brexit,-1,-1,-1
675861,La banca fracasa en su soporte clave antes de los resultados,La banca,-1,-1,-1
678116,Sánchez confía en presentar pronto los Presupuestos de 2020 y negociarlos ya,Sánchez,1,0,1
678365,Los trabajadores de Petronor deciden suspender su huelga,trabajadores de Petronor ,1,1,1
678857,Citigroup planea contratar unos 2.500 programadores para ser más competitivo,Citigroup,1,-1,1
679027,Hyundai y Uber desarrollarán de forma conjunta un servicio de taxi aéreo,Hyundai y Uber,1,1,1
679291,El Gobierno impulsará el coche eléctrico subiendo el impuesto de matriculación de los que contaminan,el coche eléctrico,1,0,1
679525,Las principales aerolíneas europeas dejan de sobrevolar Irak e Irán,aerolíneas europeas,-1,0,0
679619,Samsung prevé una caída del 34% de su beneficio en el cuarto trimestre,Samsung,-1,0,0
679992,Cellnex emite 450 millones en bonos para reestructurar su deuda,Cellnex,1,0,0
680274,Walsh cesará como consejero delegado de IAG y Gallego le sucederá en el cargo,Walsh,-1,0,0
681895,Globalvia agotará las acciones legales para que se tenga en cuenta el laudo,Globalvia,1,0,0
682180,La Bolsa de Tokio no opera hoy por ser festivo,La Bolsa de Tokio,0,0,0
684709,Blockchain para crear un mercado de datos en los puertos,Blockchain,1,0,0
684796,"Amazon, Microsoft, Adidas... la lista de la compra de Capital Group para 2020",Capital Group,1,1,0
686572,"El sector TIC mejora sus expectativas de actividad en el corto plazo, según Vass y Ceprede",El sector TIC,1,1,1
688100,Bankinter prevé recuperar en 2 o 3 años la aportación de Línea Directa,Bankinter,1,0,0
688646,Bank of America recorta el precio objetivo de Bankia y cree que no cumplirá con el dividendo,Bank of America,-1,-1,0
690590,La planta de Nissan en Barcelona dejará de fabricar el 'pick-up' de Mercedes-Benz,planta de Nissan,-1,-1,0
691134,"El Fondo de Garantía de Depósitos, en mínimos tras el desbloqueo de ayudas pendientes a la banca",Fondo de Garantía de Depósito,-1,-1,-1
691482,"KPN eleva un 110% su beneficio en 2019, hasta 614 millones",KNP,1,0,0
691487,Agencias de viajes recomiendan no viajar a China y facilitar cancelaciones,China,-1,0,-1
691769,"El 84% del capital privado en España apuesta por la inversión responsable ambiental, social y de gobierno",capital privado en España,1,0,1
691787,División de opiniones entre las CCAA sobre la decisión de Hacienda de dar un mayor margen de déficit tras negar los fondos del IVA,Hacienda,-1,0,-1
692266,Teleco LAN Party duplicará participantes al celebrarse en el Palacio de Deportes de Cartagena en abril,Teleco LAN Party,1,0,1
692279,Firmado el acuerdo para subir el salario mínimo a 950 euros en 2020,salario mínimo,1,-1,1
693021,Gual (CaixaBank) pide al Gobierno políticas a favor de la creación de empleo,Gual (CaixaBank),1,1,1
693760,Banco Santander llevará su modelo de oficina 'Work Café' a Barcelona a finales de febrero,Banco Santander,1,0,0
694860,Iberdrola se va de Siemens Gamesa: cierra la venta de su 8% por 1.100 millones,Iberdrola,1,0,0
696518,El euro baja a su mínimo desde octubre tras buenos datos de EEUU,El euro,-1,-1,-1
696554,"Fiat Chrysler gana 2.700 millones en 2019, un 19% menos interanual",Fiat Chrysler,-1,0,0
697202,La industria inmobiliaria demanda a N.York por vetar comisiones a inquilinos,N.York,-1,0,1
697312,Iberpapel abrirá este año sus nuevas instalaciones en Hernani (Guipúzcoa),Iberpapel,1,0,0
697340,Opel prevé invertir 2.000 millones de euros en una nueva fábrica de baterías,Opel,1,1,0
699157,"TSJM rechaza el recurso de Glovo y encuadra a ""riders"" en convenio de reparto",recurso de Glovo,-1,0,0
701877,Guerra comercial: EEUU acusa a Huawei de conspirar para el robo de secretos comerciales,Huawei,-1,0,0
701983,Cinco valores del Continuo que suben un 20% (y mucho más) en 2020,Cinco valores del Continuo,1,0,0
702096,"Gobierno y organización chocan por la cancelación del Mobile: en juego, una alerta sanitaria y el cobro de indemnizaciones",cancelación del Mobile,-1,0,0
702301,EE.UU. aumenta del 10 % al 15 % los aranceles contra Airbus,EE.UU,1,-1,0
703126,El IBEX 35 vuelve a superar 10.000 puntos por primera vez desde mayo de 2018,El IBEX 35,1,1,1
703361,Nueva feria tecnológica de Alemania Twenty2X presenta su programa,Twenty2X,1,1,1
705034,"Pallete (Telefónica) ganó 5,37 millones en 2019, un 0,6% menos que en 2018",Pallete,-1,0,0
705783,El Ibex enfila su peor semana en un año por el miedo a las nuevas restricciones en Europa,El Ibex,-1,-1,-1
711224,"Nueva sentencia del cártel de camiones: el juez cuantifica el sobrecoste en el 25,17%",cártel de camiones,-1,-1,-1
711886,Competencia da el visto bueno al nuevo sistema de cálculo de honorarios del ICAB,Competencia,1,1,1
711994,Aprovisionamiento masivo de material sanitario en las empresas ante las dudas sobre la desescalada,material sanitario,1,1,0
712043,Cofares rompe su techo histórico de facturación y aumenta su cuota de mercado,Cofares,1,-1,0
713157,La crisis del coronavirus retrasa el estreno de la última película de James Bond,crisis del coronavirus,-1,-1,-1
715199,El centro comercial Open Sky pospone su apertura para después del verano,centro comercial Open Sky,-1,-1,-1
715667,Merlin Properties prevé un impacto por el Covid-19 en las rentas brutas de 2020 menor del 10%,Merlin Properties,-1,0,0
715837,Las oficinas de Consumo en Aragón realizaron 76.000 atenciones en 2019,oficinas de Consumo en Aragón,1,0,1
716420,Funcas publica 'Las desigualdades económicas en España: realidades y percepciones',desigualdades económicas en España,-1,1,-1
720609,La economía gallega ante el 12-J: 'vacaciones fiscales' e Inditex para salir de la crisis,economía gallega,-1,0,0
722224,Moody's rebaja el rating de Repsol por el coronavirus y la caída del precio del crudo,el rating de Repsol,-1,0,0
723395,"Atlantia pide a Italia una decisión con criterios ""legales"" sobre la retirada de todas sus concesiones por la caída del puente de Morandi",Atlantia,-1,0,0
723542,Los otros héroes anónimos del Covid-19: los innovadores,los innovadores,1,1,1
724069,Cataluña aplaza el impuesto de Sucesiones y el de bebidas azucaradas,Cataluña,1,1,1
726820,CEOE denuncia la falta de EPIs de las pymes para reanudar su actividad con garantías,falta de EPIs,-1,-1,0
732106,"Las distribuidoras de Mahou repartirán cerveza a domicilio en Madrid, Valencia y Granada",distribuidoras de Mahou,1,0,1
732873,Macy’s se apunta al auge del deporte y firma un acuerdo con Fanatics para su tienda online,Macy’s,1,1,0
733902,El BCE reserva su munición: mantiene sin cambios su plan de compra de deuda,El BCE,0,0,0
736051,Este robot es capaz de eliminar gérmenes y patógenos del aire y de objetos,Este robot,1,0,1
736876,"Las importaciones de crudo a España se hunden un 11,7%, su nivel más bajo desde 2014",importaciones de crudo,-1,-1,-1
738556,La Cámara de España pide liquidez y rebajas fiscales para el sector turístico,La Cámara de España,1,1,1
739386,RentCOVID-19: una tecnología de reconocimiento facial para revisar miles de solicitudes de ayudas al alquiler,tecnología de reconocimiento facial,1,0,1
740200,Así serán las vacaciones de los españoles: la mitad no viajará y un 9% irá al extranjero,vacaciones de los españoles,-1,-1,-1
740712,"FMI: el déficit de España se disparará al 9,5% del PIB y la deuda pública ascenderá al 113% en 2020",el déficit de España,-1,-1,-1
742296,Los banqueros del Ibex invierten ocho millones en el sector en pleno caos bursátil,os banqueros del Ibex,1,1,1
744537,El 59% del capital de Ferrovial elige cobrar el dividendo en nuevas acciones,Ferrovial,1,0,0
744557,Barricadas y quema de neumáticos frente a la planta de Alcoa por los despidos,planta de Alcoa,-1,0,-1
746380,Telefónica negocia traspasar las torres de su filial alemana a Telxius,Telefónica,1,0,0
747124,Hacienda cambia el criterio para repartir el fondo de 16.000 millones a las CCAA,Hacienda,1,0,1
752497,"Imagin, la app de CaixaBank para los más jóvenes",Imagin,1,0,1
752635,Así afronta Leroy Merlin el coronavirus,Leroy Merlin,1,0,0
755535,"MásMóvil: ""El coronavirus va a aumentar la demanda de empresas con conciencia social""",El coronavirus,1,1,1
755604,Ferrovial logra ratificar el ráting 'investment grade' de S&P,Ferrovial,1,0,0
755739,Unesid pide que se activen las medidas comprometidas para un precio competitivo de la luz,Unesid,1,1,1
755754,Esta biotech española puede producir al mes un millón de test rápidos para Covid-19,biotech española,1,0,1
756033,Fitch cree que el préstamo para comprar MásMóvil refleja el interés del mercado,préstamo para comprar MásMóvil,1,1,0
756147,"Dónde invertir en bolsa este viernes: Cellnex, Endesa, Indra y Siemens Gamesa",bolsa,0,0,0
759225,El 59% de los autónomos se encuentran ya activos tras dos meses parados,El 59% de los autónomos,1,0,1
759555,Elon Musk agota sus pantalones cortos de Tesla en cinco minutos,Elon Musk,1,-1,0
762583,Twitter exportará su versión de pago desde EEUU a todos los países,Twitter,1,0,1
762661,"IAG estudia una ampliación de capital de hasta 2.750 millones para ""fortalecer"" el balance",IAG,1,0,0
762699,"Vodafone reduce sus ingresos en los tres primeros meses un 8,2%, hasta los 994,1 millones",Vodafone,-1,1,0
762929,Supremo alemán reconoce derecho a indemnización por Volkswagen manipulado,derecho a indemnización,1,-1,1
763316,El S&P 500 vuelve a rozar los 3.000 puntos,El S&P 500,-1,-1,-1
764516,Estrella Galicia instala paneles solares en su fábrica de A Coruña para el autoconsumo,Estrella Galicia,1,1,1
765617,Más del 80% de los bonistas de Codere aprueba el acuerdo de refinanciación de su deuda,bonistas de Codere,1,0,0
767815,Plus500 resiste a la Covid y multiplica casi por cuatro sus ingresos del primer semestre,Plus500,1,0,0
767838,Crece el interés por los pequeños pueblos para comprar una vivienda,pequeños pueblos,1,1,1
768085,Polvorín social en otoño: se dispara el paro de larga duración y entra en crisis la economía sumergida,el paro,-1,-1,-1
769861,"Robots y 'start up', la alianza más estratégica",Robots,0,0,0
770313,Transporte y comercio deberán mantener la trazabilidad de clientes,Transporte y comercio,1,0,1
775356,Rusia y EEUU inician mañana en Viena las negociaciones sobre el desarme nuclear,Rusia,1,0,0
776963,"FMI: la economía de España se desplomará un 12,8% este año",la economía de España,-1,-1,-1
778091,Cuatroochenta prevé salir al MAB en octubre,Cuatroochenta,1,0,0
779912,La pionera del 'fracking' se declara en quiebra,pionera del 'fracking',-1,0,0
780366,"El transporte ve los gases renovables ""esenciales"" para descarbonizar la movilidad",los gases renovables,1,1,1
782942,Mahou San Miguel entra en la categoría cider con el lanzamiento de 'La Prohibida',Mahou San Miguel,1,0,0
783550,Criteria prescinde de García-Bragado como vicepresidente y seguirá de consejero en Caixabank,García-Bragado,-1,0,0
784969,"La inversión inmobiliaria caerá en 2020 a niveles no vistos desde 2014, según CBRE",La inversión inmobiliaria,-1,-1,-1
788459,La tasa de empleo en los países desarrollados cae por vez primera desde 2013,tasa de empleo en países desarrollados,-1,-1,-1
790290,Cumbre europea: La necesidad de una estrategia negociadora,estrategia negociadora,1,0,0
790937,La gran banca pide beneficios fiscales para la financiación 'verde',La gran banca,1,0,0
792126,Las mejores operaciones con divisas en verano,operaciones con divisas,1,1,0
793440,El fondo de los profesores de Arkansas demanda a Allianz,Allianz,-1,0,0
793806,Barclays mejora sus previsiones para este año en BBVA y Banco Sabadell,Barclays,1,0,0
795089,GM perdió 758 millones de dólares en el segundo trimestre por el Covid,GM,-1,0,0
795593,"Las pernoctaciones extrahoteleras caen un 84,6% en junio tras abrir menos de un tercio de los establecimientos",Las pernoctaciones extrahoteleras,-1,-1,-1
797195,El Gobierno amplía a 1.000 millones de capitalización el techo para las cotizadas en BME Growth,El Gobierno,1,1,0
799642,Arias Cañete advierte de que la Covid podría crear objetivos ficticios en renovables,la Covid,-1,-1,-1
803715,Las microempresas gallegas se lanzan al universo digital para crecer a nivel internacional,microempresas gallegas,1,0,1
804205,España ya sólo aporta un 8% del beneficio de Santander y BBVA,España,-1,-1,-1
804955,La Junta de Andalucía estudia ampliar la hora del cierre de la hostelería a petición del sector,La Junta de Andalucía,1,1,1
807286,"Cataluña, Comunidad Valenciana y Baleares, las más expuestas a problemas de financiación",Cataluña,-1,-1,-1
808072,"Los fondos se sobreponen a la Covid: captan 513 millones y suben un 0,7% en 2020",Los fondos,1,1,1
810037,Medidas frente a la ocupación ilegal de viviendas,ocupación ilegal de viviendas,-1,0,-1
810497,Uber se alía con Nissan y Renault para electrificar sus desplazamientos en Europa,Uber,1,0,1
824974,Halcón Viajes y Viajes Ecuador lanzan la campaña 'Disfrutarás Seguro' con cancelación gratuita y pruebas del Covid incluidas,Halcón Viajes,1,0,1
824990,La Audiencia Nacional declara nulo el ERTE de Arcelor Mittal en sus centros en España,ERTE de Arcelor Mittal,-1,0,1
829328,Estrella Galicia sale de nuevo en ayuda de la hostelería,Estrella Galicia,1,1,0
831306,El 20% de los españoles ya tiene problemas para pagar su hipoteca o alquiler,El 20% de los españoles,-1,0,-1
840492,Trabajo ha impuesto sanciones por más de 1.530 millones desde la entrada en vigor del control horario,Trabajo,1,-1,-1
840628,Facturas falsas y fraude fiscal: varapalo al promotor de oficinas que acusa al Gobierno de comprar periodistas,promotor de oficinas,-1,0,-1
882197,Clase de matemáticas para la Junta de Andalucía y su revalorización en las pensiones de 20 millones,Junta de Andalucía,1,0,1
902155,Sorigué crece con la sostenibilidad en el centro de su negocio,Sorigué,1,0,1
914431,15 negocios muy raros con un éxito que nadie hubiera imaginado,15 negocios muy raros,1,0,0
922760,La OMC da la razón a España en el contencioso con EEUU por los aranceles a la aceituna negra,España,1,0,1
966331,"Economía/Empresas.- Iberia aumenta un 2,1% los pasajeros transportados en febrero, hasta 1,98 millones",Iberia,1,0,0
966645,UBS se refuerza en Realia y en Aedas y supera el 6% y el 7% de su capital,UBS,1,0,0
